OBJECTID,WUDS_ID,NAME,CNTY_CODE,CNTY_NAME,OWNERSHIP,GW_SOURCE,SW_SOURCE,INTCONNECT,LAST_DATE,PWS_ID,SHAPEAREA,SHAPELEN
16593,18792,CRESWELL HEIGHTS JT AUTH,04,Beaver,Authority,N,Y,Y,2015/02/20 00:00:00+00,5040063,41619831.0009574,36529.4452657944
16594,20003,VILLAGE AT SUMMIT CREST,06,Berks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3060108,81180.490112355,1263.95451703749
16595,19645,NICHOLSON BORO AUTH,66,Wyoming,Authority,Y,N,N,2015/03/31 00:00:00+00,2660011,1824396.39830566,10211.7602229806
16596,18275,RICHLAND MEADOWS MHP,09,Bucks,Mobile Home Park,Y,N,N,2006/03/01 00:00:00+00,1090052,473563.26355732,3464.41909294452
16597,19724,AQUA PA PERKIOMEN TWP,46,Montgomery,Private Investor Owned,Y,N,Y,2016/08/02 00:00:00+00,1460069,15311544.581346,28014.0194396389
16598,19719,AQUA PA PEDDLERS VIEW,09,Bucks,Private Investor Owned,Y,N,N,2016/08/02 00:00:00+00,1090147,1242179.20663777,4627.89544123287
16599,18169,TIMBER SERVICE CORP,38,Lebanon,Association,Y,N,N,2003/01/01 00:00:00+00,7380022,552107.474518335,4558.15934930709
16600,19242,CLARKS SUMMIT STATE HOSPITAL,35,Lackawanna,Institutional Health,Y,N,N,2018/01/31 00:00:00+00,2350028,363302.44193855,2811.52702581386
16601,18808,SALEMVILLE WATER ASSN,05,Bedford,Association,N,N,Y,2016/10/28 00:00:00+00,4050034,2075582.58978413,21339.7677998112
16602,20385,SKYVIEW GARDENS HEIGHTS APTS,50,Perry,Apartments,Y,N,N,2023/02/27 00:00:00+00,7500030,102951.362665575,1275.29446990796
16603,19897,VALLEY GORGE MHP,40,Luzerne,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2400126,97753.480182365,1241.27232236493
16604,18219,NORTH HEIDELBERG WATER SYS,06,Berks,Authority,Y,N,N,2003/01/01 00:00:00+00,3060115,3905609.70754505,11715.9261454774
16605,19312,MACUNGIE WATER DEPT,39,Lehigh,Authority,Y,N,N,2023/06/15 00:00:00+00,3390033,4246620.98292479,13111.450269165
16606,18179,AIKEN WATER CO INC,42,McKean,Association,Y,N,N,2003/01/01 00:00:00+00,6420010,1426503.95519588,15744.6416616939
16607,18251,WALNUTPORT MHP,48,Northampton,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3480063,154856.112809055,1764.25163885807
16608,19524,FREEBURG MUNI AUTH,55,Snyder,Authority,Y,N,N,2003/01/01 00:00:00+00,4550013,1471690.89744005,6087.71143810981
16609,20234,FREDERICKS MHP,37,Lawrence,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6370025,109880.628782015,1634.33566552042
16610,19945,OAKLAND TRAILER PARK,58,Susquehanna,Mobile Home Park,Y,N,N,2015/02/24 00:00:00+00,2580035,42256.96657341,817.856965402328
16611,20404,WHERLEY PARK,67,York,Mobile Home Park,Y,N,N,2023/02/27 00:00:00+00,7670066,20136.348362465,600.850105409685
16612,18750,HARMAR TWP WATER AUTH,02,Allegheny,Authority,N,Y,Y,2003/01/01 00:00:00+00,5020009,19637474.6719156,34504.6995562543
16613,52646,STONEWORTH APTS WTP,10,Butler,Apartments,Y,N,N,2015/03/23 00:00:00+00,5100145,111036.611533095,1687.72385914867
16614,44571,MOUNTAINDALE APTS,22,Dauphin,Apartments,Y,N,N,2023/02/27 00:00:00+00,7220070,42056.90167803,844.360402986027
16615,20315,CONESTOGA MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360014,23334.66261093,727.746792024931
16616,50188,ADAMS CNTY FACILITY CTR,01,Adams,Institutional Correctional,Y,N,N,2022/02/03 00:00:00+00,7010056,1219562.26462912,5248.63014131073
16617,20249,GLEN LAKE ESTATES,43,Mercer,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6430014,142761.113957875,2185.90316797658
16618,49998,AQUA PA JENKS TWP,27,Forest,Private Investor Owned,Y,N,N,2015/04/01 00:00:00+00,6270008,7442170.99276599,19418.87042268
16619,18625,LAKEVIEW PERSONAL CARE,04,Beaver,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,5040847,43899.77625315,754.360049283956
16620,19383,SHARPSVILLE BORO,43,Mercer,Municipal,N,N,Y,2018/03/29 00:00:00+00,6430055,5818014.99341042,12620.2062550589
16621,19390,BUHL COMM WATER ASSN,43,Mercer,Association,Y,N,N,2003/01/01 00:00:00+00,6430049,1381589.25924164,10343.2486233027
16622,19787,PEDIATRIC SPECIALTY CARE,09,Bucks,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,1090049,112704.74832933,1405.21647483931
16623,18224,V A MEDICAL CENTER COATESVILLE,15,Chester,Institutional Health,Y,N,Y,2022/01/11 00:00:00+00,1150186,371699.83078055,2809.51051151023
16624,19068,PORTER TWP MUNI AUTH,18,Clinton,Authority,N,Y,Y,2018/06/25 00:00:00+00,4180055,23816207.3926761,22719.6059413471
16625,18537,DYMONDS TRAILER PARK,66,Wyoming,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2660024,37598.745716925,1112.36603692033
16626,44639,BETHANY VILLAGE,64,Wayne,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,2640065,322714.82652078,2551.58618412647
16627,18934,EAST TAYLOR MUNI AUTH,11,Cambria,Authority,N,N,Y,2016/03/04 00:00:00+00,4110043,21822860.6731196,26617.3367831299
16628,18512,BCWSA SOLEBURY SYS,09,Bucks,Authority,Y,N,N,2003/01/01 00:00:00+00,1090129,975952.1001079,5346.89625362429
16629,19453,UTILITIES INC WESTGATE,48,Northampton,Private Investor Owned,N,N,Y,2016/02/27 00:00:00+00,3480024,5509007.60230519,10927.7375581263
16630,19254,MANHEIM AREA WATER AND SEWER AUTH,36,Lancaster,Authority,Y,N,N,2023/02/28 00:00:00+00,7360078,9414724.57654818,33130.1787131339
16631,19252,EPHRATA AREA JOINT AUTH,36,Lancaster,Authority,Y,Y,N,2022/02/17 00:00:00+00,7360045,38090101.6068526,46876.944381102
16632,19630,DERRY BORO MUNI AUTH,65,Westmoreland,Authority,Y,Y,Y,2015/03/27 00:00:00+00,5650049,47415301.3123316,53281.5688373055
16633,19584,CLINTONVILLE BORO W AND S AUTH,61,Venango,Authority,Y,N,N,2003/01/01 00:00:00+00,6610016,4188921.09676163,15489.6480698056
16634,19725,PENN ESTATES UTILITIES,45,Monroe,Association,Y,Y,N,2022/02/10 00:00:00+00,2450065,9286754.72461589,13948.2197118563
16635,20047,CRESTVIEW MHP,05,Bedford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,4050007,32409.32873638,1250.27015453561
16636,20362,CHRISTS HOME FOR CHILDREN,36,Lancaster,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,7360176,50690.134605975,930.729090133952
16637,18961,BEAVER MEADOWS BORO,13,Carbon,Authority,N,N,Y,2003/01/01 00:00:00+00,3130002,1157738.7464172,4693.88011449069
16638,20538,LIBERTY VILLAGE APT,67,York,Apartments,Y,N,N,2015/04/10 00:00:00+00,7670136,30265.13593158,774.880793003161
16639,19770,LIL WOLFE MHP,39,Lehigh,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3390089,396404.341151895,3269.55836085059
16640,19507,HEGINS HUBLEY AUTH,54,Schuylkill,Authority,Y,N,N,2023/03/14 00:00:00+00,3540047,16794734.6789704,57169.0973127506
16641,19099,AQUA PA WHITE ROCK,21,Cumberland,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,7210048,4482479.92882795,11117.1026320337
16642,20471,AQUA PA MERIBAH,34,Juniata,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,4340018,318679.787653815,2399.5054097765
16643,19304,EMMAUS BORO PUBLIC WATER,39,Lehigh,Municipal,Y,N,N,2003/01/01 00:00:00+00,3390032,11916058.3779926,21176.96618645
16644,18429,HAWK VALLEY VILLAGE,36,Lancaster,Association,Y,N,N,2024/03/07 00:00:00+00,7360016,237958.327602345,2832.07715844885
16645,20360,MILLBROOK MANOR MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360172,139005.20625903,1667.56680714649
16646,20348,OAK RIDGE MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360117,43909.159935855,1044.2368877318
16647,18333,LOG CABIN COURT MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360004,116640.392391725,2085.6219612103
16648,20327,PENNY FARM MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360056,46476.11377963,894.214225106428
16649,20320,VICTORIA MANOR ESTATES,36,Lancaster,Mobile Home Park,Y,N,N,2024/03/07 00:00:00+00,7360031,82900.72039877,1188.70161843208
16650,20065,HALF MOON WATER ASSN,14,Centre,Association,Y,N,N,2010/03/17 00:00:00+00,4140123,6983332.34076836,13211.3042770061
16651,19036,PERRYVILLE WATER ASSN INC,16,Clarion,Association,Y,N,N,2003/01/01 00:00:00+00,6160011,825678.048874965,4307.55058968166
16652,20135,LITTLE CREEK ESTATES MHP,04,Beaver,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5040051,57159.52876616,1102.64826265287
16653,19401,SKYTOP LODGE,45,Monroe,Association,Y,N,N,2016/03/29 00:00:00+00,2450040,3456640.02727526,11217.6915862008
16654,18491,AUTUMN HILLS WATER CO,20,Crawford,Association,Y,N,N,2003/01/01 00:00:00+00,6200071,238170.247144065,2630.19795037825
16655,18915,NORTHERN CAMBRIA MUNI AUTH,11,Cambria,Authority,Y,Y,N,2006/05/15 00:00:00+00,4110003,13884119.9795221,39750.0791035624
16656,52622,WINOLA VIEW APTS,66,Wyoming,Authority,Y,N,N,2003/01/01 00:00:00+00,2660047,14958.73481879,501.776929076025
16657,19211,ICMSA CROOKED CREEK SYSTEM,32,Indiana,Authority,Y,Y,Y,2022/11/22 00:00:00+00,5320109,226007138.409283,252116.532798469
16658,18629,LAKE ROAD MHP,15,Chester,Mobile Home Park,Y,N,N,2016/03/30 00:00:00+00,1150208,89895.18052418,1344.66512180779
16659,19777,LEHIGH CNTY AUTH BEVERLY HILLS DIV,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390035,507041.472195555,2814.55574499595
16660,19040,ST PETERSBURG MUNI WATERWORKS,16,Clarion,Authority,Y,Y,N,2003/01/01 00:00:00+00,6160013,1821323.79776418,8212.2531147123
16661,19127,RIDGWAY BORO,24,Elk,Municipal,N,Y,N,2016/02/19 00:00:00+00,6240012,12310613.9526446,15354.0563138946
16662,18478,PA AMER WATER CO MID MONROE DIST,45,Monroe,Private Investor Owned,Y,N,N,2024/03/05 00:00:00+00,2450119,8840301.50919381,29044.7542971841
16663,18408,TEL HAI RETIREMENT COMM,15,Chester,Institutional Health,Y,N,N,2003/01/01 00:00:00+00,1150044,314342.49043941,2755.24428327894
16664,19154,POINT MARION BORO WATER SVC,26,Fayette,Municipal,N,Y,N,2003/01/01 00:00:00+00,5260017,1760825.18515472,7624.19831038052
16665,18418,TIMBERCREST APTS,20,Crawford,Apartments,Y,N,N,2003/01/01 00:00:00+00,6200066,146249.24140906,1476.5636810753
16666,19430,UPPER HANOVER AUTH,46,Montgomery,Authority,Y,N,Y,2018/03/28 00:00:00+00,1460036,25501374.8332255,39260.4336656818
16667,19294,FREDERICKSBURG WATER AUTH,38,Lebanon,Authority,Y,N,Y,2016/01/11 00:00:00+00,7380035,23767754.3614495,19415.767684062
16668,19268,EAST HEMPFIELD TWP MUNI AUTH,36,Lancaster,Authority,Y,N,Y,2020/02/24 00:00:00+00,7360063,35147411.4250145,44009.6370470607
16669,19202,BLAIRSVILLE MUNI AUTH,32,Indiana,Authority,Y,Y,Y,2024/03/27 00:00:00+00,5320006,7866951.42144417,13087.7949865014
16670,19582,FRANKLIN CITY GEN AUTH,61,Venango,Authority,Y,Y,N,2003/01/01 00:00:00+00,6610020,21303205.1502443,28952.1175003498
16671,20118,GAWA LAURAL MOUNTAIN VILLAGE, ,Somerset,Private Investor Owned,Y,N,N,2024/03/07 00:00:00+00,4560054,789241.872721095,5061.85550607237
16672,58993,BERKS LEISURE LIVING, ,Berks,Private Investor Owned,Y,N,N,2024/03/07 00:00:00+00,3060132,58397.669422615,960.655530338297
16673,18604,LEHETS VILLAGE PARK, ,Columbia,Mobile Home Park,Y,N,N,2024/03/08 00:00:00+00,4190025,88369.185848625,1439.28528853385
16674,18759,PA AMER WATER CO KITTANNING DIST,03,Armstrong,Private Investor Owned,N,Y,N,2024/03/05 00:00:00+00,5030008,6310060.37831867,18238.0367932166
16675,19094,CARLISLE BORO MUNI AUTH,21,Cumberland,Authority,N,Y,Y,2010/03/17 00:00:00+00,7210002,23147889.6735504,33593.4901282189
16676,19179,EAST DUNKARD WATER ASSN,30,Greene,Association,N,Y,Y,2003/01/01 00:00:00+00,5300012,332508536.588488,99299.3165759175
16677,19181,MOUNT MORRIS W AND S AUTH,30,Greene,Authority,N,N,Y,2016/03/08 00:00:00+00,5300015,11338376.6098047,54282.9869640695
16678,19178,CARMICHAELS BORO MUNI AUTH,30,Greene,Authority,N,Y,N,2016/04/06 00:00:00+00,5300005,36784379.6493002,63596.2757268683
16679,19688,NORTH EAST BORO,25,Erie,Authority,Y,Y,N,2015/03/30 00:00:00+00,6250061,6190326.77927591,11982.550848289
16680,19676,NORTH EAST TWP,25,Erie,Authority,N,N,Y,2003/01/01 00:00:00+00,6250086,17319591.740478,90312.406699125
16681,19224,BROOKVILLE MUNI AUTH,33,Jefferson,Authority,Y,Y,N,2003/01/01 00:00:00+00,6330004,17814806.4140198,30209.0630679701
16682,19437,BETHLEHEM CITY,48,Northampton,Authority,N,Y,Y,2021/03/25 00:00:00+00,3480046,262542871.299264,183134.394327564
16683,19147,NORTH FAYETTE CNTY MUNI AUTH,26,Fayette,Authority,N,Y,Y,2021/03/19 00:00:00+00,5260019,686181418.187293,302501.7313329
16684,19197,HUNTINGDON STATE CORR INST,31,Huntingdon,Institutional Correctional,Y,N,Y,2003/01/01 00:00:00+00,4310028,2134343.4831843,12805.1360886051
16685,19184,HUNTINGDON BORO WATER DEPT,31,Huntingdon,Municipal,N,Y,N,2003/01/01 00:00:00+00,4310012,18263513.5214967,33903.8088893797
16686,50789,DICKINSON TWP MUNI AUTH,21,Cumberland,Municipal,N,N,Y,2021/03/12 00:00:00+00,7210055,1373269.78493602,9045.49003279263
16687,19494,SCHUYLKILL CNTY MUNI AUTH,54,Schuylkill,Authority,Y,Y,N,2018/09/14 00:00:00+00,3540038,198929214.641454,149912.732852251
16688,18945,SANKERTOWN BORO WATER CO,11,Cambria,Municipal,N,N,Y,2003/01/01 00:00:00+00,4110007,1240619.12771766,5394.1997157411
16689,19302,WEST LEBANON TWP WATER DEPT,38,Lebanon,Municipal,Y,N,Y,2023/06/22 00:00:00+00,7380040,826731.233188275,4163.29009226709
16690,19149,WASHINGTON TWP MUNI AUTH,26,Fayette,Authority,N,Y,Y,2003/01/01 00:00:00+00,5260009,19635211.5388085,53710.5253283979
16691,18840,AQUA PA GEIGERTOWN,06,Berks,Private Investor Owned,Y,N,N,2016/08/02 00:00:00+00,3060030,3684929.32235569,8346.97946051343
16692,59025,AQUA PA HILLCREST ESTS 2,06,Berks,Private Investor Owned,Y,N,N,2016/08/02 00:00:00+00,3060133,1006602.33726657,3858.27976429519
16693,19701,RICHLAND TWP WATER AUTH,09,Bucks,Authority,Y,N,Y,2012/12/20 00:00:00+00,1090131,85794107.3133776,90580.6416709567
16694,20364,BRERETON MANOR GUEST HOME,36, , , , , ,, ,2705.679946605,215.19463800918
16695,18265,LAKEVIEW MANOR MHP,20,Crawford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6200031,166132.00464076,3257.94470216623
16696,18390,VILLAGE OF FOUR SEASONS ASSN, ,Susquehanna,Association,Y,N,N,2024/03/13 00:00:00+00,2580039,511086.143605135,2851.99715519265
16697,19063,ROTE MUTUAL WATER CO,18,Clinton,Association,Y,N,N,2017/01/11 00:00:00+00,4180064,5678486.25050102,13058.7707086795
16698,18894,SPRINGTOWN WATER AUTH,09,Bucks,Authority,Y,N,N,2017/03/23 00:00:00+00,1090064,1636331.96773742,7226.99656116612
16699,19313,LEHIGH CNTY AUTH NORTH WHITEHALL DIV,39,Lehigh,Authority,Y,N,Y,2017/03/20 00:00:00+00,3390055,13572048.4276507,28413.7151462868
16700,52638,PINEDALE MHP,20,Crawford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6200076,58970.431603785,1159.81941254487
16701,19321,LEHIGH CNTY AUTH UPPER MILFORD CENTRAL DIV,39,Lehigh,Authority,Y,N,N,2021/04/30 00:00:00+00,3390076,1391902.45589186,6107.17211045382
16702,20338,PINEHURST MANOR,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360092,23832.201400025,624.989763726524
16703,19261,CHRISTIANA BORO AUTH,36,Lancaster,Authority,Y,N,Y,2003/01/01 00:00:00+00,7360007,3567620.61092045,7655.12796340812
16704,66771,AQUA PA HATBORO,46,Montgomery,Private Investor Owned,Y,N,Y,2016/08/02 00:00:00+00,1460028,13871209.0861745,18552.9586422258
16705,70249,AMBLEBROOK WATER SYS,01,Adams,Private Investor Owned,Y,N,N,2021/04/05 00:00:00+00,7010066,5361426.95046708,15447.5415921937
16706,19359,MONTOURSVILLE MUNI WATERWORKS,41,Lycoming,Municipal,Y,N,N,2003/01/01 00:00:00+00,4410175,19893466.4022521,19071.6052897001
16707,20540,FINCH HILL WATER CO,35,Lackawanna,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2350062,618194.00620633,3696.58385546462
16708,19161,TIONESTA BORO WATER SUPPLY,27,Forest,Municipal,Y,N,N,2003/01/01 00:00:00+00,6270001,6168837.56701126,10772.6432435355
16709,19493,SHINGLEHOUSE BORO WATER DEPT,53,Potter,Municipal,Y,N,N,2003/01/01 00:00:00+00,6530013,9877239.00180837,13406.2981999237
16710,20148,BERNIES MHP,10,Butler,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,5100026,96120.254583235,1450.39165038614
16711,18164,GLENDALE VALLEY MUNI AUTH,11,Cambria,Authority,N,N,Y,2021/02/09 00:00:00+00,4110060,13186627.4510328,36497.392156885
16712,19109,VEOLIA MIDDLETOWN,22,Dauphin,Authority,Y,N,N,2003/01/01 00:00:00+00,7220038,9259322.44077544,16317.7141203752
16713,18989,MILES TWP WATER AUTH EAST,14,Centre,Authority,Y,N,N,2016/01/14 00:00:00+00,4140089,2529541.57375056,11729.0944277617
16714,19373,HAZEL HURST WATER ASSN,42,McKean,Authority,Y,Y,N,2003/01/01 00:00:00+00,6420017,877769.111767765,5668.26169596169
16715,18340,KEYSTONE JOB CORPS CENTER,40,Luzerne,Institutional Education,Y,N,N,2003/01/01 00:00:00+00,2400023,534868.9213167,3002.43637537013
16716,19848,WOODSIDE TERRACE MHP,08,Bradford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2080015,78730.62973049,1175.39672992025
16717,19654,HANOVER BORO WATER DEPT,67,York,Municipal,N,Y,N,2015/03/10 00:00:00+00,7670076,122084455.720829,53102.2451444753
16718,19171,QUINCY VILLAGE SYSTEM,28,Franklin,Institutional Health,Y,N,Y,2024/03/22 00:00:00+00,7280025,1138041.57143372,4519.52938365491
16719,20331,RED MAPLE MHP,36,Lancaster,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7360068,28562.26068707,856.992955020021
16720,19157,ALBERT GALLATIN MUNI AUTH,26,Fayette,Authority,N,Y,N,2003/01/01 00:00:00+00,5260027,171243180.778815,139077.321094338
16721,18884,AQUA PA CHALFONT,09,Bucks,Private Investor Owned,Y,N,Y,2016/08/02 00:00:00+00,1090005,10583726.080958,22582.3510830217
16722,18782,MONACA MUNI WATERWORKS,04,Beaver,Municipal,N,Y,Y,2017/03/22 00:00:00+00,5040039,9183741.49745343,13808.8867871306
16723,19595,AQUA PA CLARENDON DIV,62,Warren,Private Investor Owned,Y,N,N,2015/04/01 00:00:00+00,6620021,4365794.1969171,13911.6918959347
16724,18293,PLEASANT VALLEY MHP,62,Warren,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,6620038,139588.09786471,1757.2425614197
16725,20373,LAKESIDE MHP,38,Lebanon,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7380019,13366.021753755,468.091519042967
16726,18637,RIDGEVIEW APTS AND MHP,38,Lebanon,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,7380034,13774.49444577,563.598051321606
16727,18448,TEMIMENT RESORT,52,Pike,Institutional Recreational,Y,N,N,2003/01/01 00:00:00+00,2520070,3352033.60887267,12575.0619730174
16728,18806,NEW ENTERPRISE WATER ASSN,05,Bedford,Association,Y,N,N,2016/01/26 00:00:00+00,4050033,4572025.47768153,28109.1203051437
16729,18893,HILLTOWN TWP W AND S AUTH,09,Bucks,Authority,Y,N,Y,2003/01/01 00:00:00+00,1090117,14408480.9122129,31773.9741358492
16730,19655,RED LION MUNI AUTH,67,York,Authority,N,Y,N,2015/03/19 00:00:00+00,7670086,52919214.3168325,56050.4062200373
16731,19658,DOVER BORO WATER SYS,67,York,Municipal,Y,N,Y,2017/04/11 00:00:00+00,7670072,2455594.91340846,8359.58888354842
16732,18316,ZEIGLER MHP,67,York,Mobile Home Park,Y,N,N,2016/03/29 00:00:00+00,7670096,36051.50893151,842.350947946635
16733,18714,CARROLL VALLEY WATER SYSTEM,01,Adams,Private Investor Owned,Y,N,N,2018/06/27 00:00:00+00,7010033,23971451.9276514,44492.9303132237
16734,18142,YERKES WATER ASSN,46,Montgomery,Association,Y,N,N,2021/04/02 00:00:00+00,1460064,234613.498817475,2735.88741576062
16735,67249,QUINCY TWP WATER SYSTEM, ,Franklin,Municipal,Y,N,N,2024/03/11 00:00:00+00,7280074,3464568.98424603,26184.9784884717
16736,57985,HAMPTON HILLS BENNER TWP AUTH, ,Centre,Authority,Y,N,N,2024/03/14 00:00:00+00,4140131,1453133.58531318,6528.66086826773
16737,19441,PA AMER WATER CO BLUE MOUNTAIN DIV,48,Northampton,Private Investor Owned,Y,Y,Y,2024/03/05 00:00:00+00,3480055,76044581.638331,203196.856907469
16738,19285,PA AMER WATER CO ELLWOOD DIST,37,Lawrence,Private Investor Owned,N,Y,N,2024/03/05 00:00:00+00,6370011,97611762.6449263,255913.49740839
16739,19107,PA AMER WATER CO MECHANICSBURG DIST,21,Cumberland,Private Investor Owned,N,Y,Y,2024/03/05 00:00:00+00,7210029,225571375.39585,256336.277131684
16740,19428,AUDUBON WATER CO,46,Montgomery,Private Investor Owned,Y,N,Y,2003/01/01 00:00:00+00,1460055,23498321.7847728,34934.8868312507
16741,19522,BEAVERTOWN BORO,55,Snyder,Authority,Y,N,N,2003/01/01 00:00:00+00,4550012,1713146.29349508,15813.4138036796
16742,18937,JACKSON TWP WATER AUTH,11,Cambria,Authority,N,N,Y,2003/01/01 00:00:00+00,4110021,33605527.9299961,75473.7375574096
16743,18917,EBENSBURG MUNI AUTH,11,Cambria,Authority,Y,Y,Y,2023/03/27 00:00:00+00,4110009,29118279.6398974,97571.8748158994
16744,20169,HILLSDALE NURSING AND REHAB CTR,32,Indiana,Institutional Health,Y,N,N,2016/01/10 00:00:00+00,5320017,2247.696529345,239.512579241855
16745,18603,BALD EAGLE BOYS CMP,18,Clinton,Institutional Education,Y,N,N,2003/01/01 00:00:00+00,4180069,615962.92636332,3101.96975952497
16746,19674,VOLANT WATER CO,37,Lawrence,Municipal,Y,N,N,2003/01/01 00:00:00+00,6370042,544356.533437885,3511.37584028421
16747,18311,HIDDEN VALLEY RESORT LP,56,Somerset,Private Investor Owned,Y,N,N,2015/03/21 00:00:00+00,4560049,9675824.24203389,15078.6718149273
16748,19265,EAST COCALICO TWP WATER AUTH,36,Lancaster,Authority,Y,N,N,2024/03/19 00:00:00+00,7360113,27729635.1840621,44443.4987917778
16749,20346,EDEN GLEN VILLAGE,36,Lancaster,Mobile Home Park,Y,N,N,2016/03/28 00:00:00+00,7360110,49722.99080195,899.911351232242
16750,19249,LANCASTER CITY WATER SYSTEM,36,Lancaster,Municipal,N,Y,N,2021/04/21 00:00:00+00,7360058,301481844.709959,146549.711212321
16751,19256,MILLERSVILLE UNIV OF PA,36,Lancaster,Institutional Education,Y,N,Y,2003/01/01 00:00:00+00,7360127,1279412.76891687,4745.79073283215
16752,19192,MAPLETON MUNI WATER AUTH,31,Huntingdon,Authority,Y,Y,N,2003/01/01 00:00:00+00,4310015,1083475.85310534,6438.3837396122
16753,37880,MILL CREEK AREA MUNI AUTH,31,Huntingdon,Authority,Y,N,N,2024/02/14 00:00:00+00,4310050,6841308.82350359,27409.2589002004
16754,19853,MOBILE ACRES MHP,08,Bradford,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2080025,51458.59405485,903.885460751678
16755,19948,TERRACE HILL MHP,58,Susquehanna,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,2580040,164085.611813815,1697.54474822837
16756,19938,LAZYBROOK TRAILER CT,58,Susquehanna,Mobile Home Park,Y,N,N,2015/01/26 00:00:00+00,2580015,19119.57505902,587.598375511007
16757,19292,LEBANON CITY WATER AUTH,38,Lebanon,Authority,N,Y,N,2022/06/02 00:00:00+00,7380010,109032142.015821,167480.537082169
16758,19115,ELIZABETHVILLE AREA AUTH,22,Dauphin,Authority,Y,N,N,2008/03/31 00:00:00+00,7220003,8964111.73551127,30398.4782784335
16759,18134,WOODBROOKE WATER AUTH,15,Chester,Authority,Y,N,N,2021/04/02 00:00:00+00,1150164,297438.95706429,2168.90200429281
16760,19818,SHADY SIDE MHP,15,Chester,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,1150064,23306.18898223,654.109994795797
16761,19622,WALLENPAUPACK LAKE ESTS,64,Wayne,Association,Y,N,N,2003/01/01 00:00:00+00,2640036,5640577.45692531,13913.8558087494
16762,19004,UNIONVILLE MUNICIPAL WATERWORKS,14,Centre,Authority,Y,N,N,2003/01/01 00:00:00+00,4140079,656566.360197205,3438.90866619865
16763,18984,UPPER HALF MOON WATER CO,14,Centre,Association,Y,N,N,2003/01/01 00:00:00+00,4140109,14258978.1564761,19089.1992028053
16764,18978,ROCK SPRING WATER CO,14,Centre,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,4140085,26175168.8969634,52223.3101859747
16765,18847,WOMELSDORF ROBESONIA JT AUTH,06,Berks,Authority,Y,N,N,2003/01/01 00:00:00+00,3060080,11364349.0861718,41729.9481638946
16766,19687,GIRARD BORO,25,Erie,Municipal,Y,N,N,2006/03/17 00:00:00+00,6250049,10814771.0601961,18299.6001036787
16767,19080,TITUSVILLE MUNI WATER AUTH,20,Crawford,Authority,Y,N,N,2016/03/15 00:00:00+00,6200051,12405159.2858889,17185.7319982392
16768,19992,GREEN ACRES MHP,06,Berks,Mobile Home Park,Y,N,N,2003/01/01 00:00:00+00,3060042,18023.514998345,571.020376221623
16769,18505,MOUNTAIN MANOR WATER CO,45,Monroe,Private Investor Owned,Y,N,N,2003/01/01 00:00:00+00,2450115,584416.07194453,3904.11305544272
16770,18744,ALEPPO TWP AUTH,02,Allegheny,Authority,N,N,Y,2003/01/01 00:00:00+00,5020070,11293922.7568885,22645.668079215
16771,19122,WILLIAMSTOWN BOROUGH AUTH,22,Dauphin,Authority,Y,Y,N,2003/01/01 00:00:00+00,7220037,2384967.05521515,15674.5011980619
16772,19079,MEADVILLE WATER DEPT,20,Crawford,Authority,Y,N,N,2015/03/20 00:00:00+00,6200036,25208210.3646827,52193.2236196979
