_id,parcel_id,address,zip_code,owner,property_type,create_date,latest_inspection_result,latest_inspection_score,record_number,inspection_status,latitude,longitude,neighborhood,council_district,ward
79872,0033J00155000000,"124 SCHUCHERT ST, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2020-11-04,Pass,0,0033J00155000000,Active,40.4078608458,-79.9970454061,Bon Air,4,18
79873,0006C00043000000,"1523 W CARSON ST, Pittsburgh, 15219",15219,WEST CARSON ASSOCIATES INC,Condemned/Dead End Property,2023-05-10,Fail,3,0006C00043000000,Active,40.4416017056,-80.0220161572,South Shore,2,19
79874,0231E00312000000,"1066 STONEVILLE ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2020-09-10,Fail,1,0231E00312000000,Active,40.45867141,-79.879515865,Homewood North,9,13
79875,0231E00312000000,"1066 STONEVILLE ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2023-09-13,,,0231E00312000000,Active,40.45867141,-79.879515865,Homewood North,9,13
79876,0124S00127000000,No primary address specified,15206,SMALLS DAVID,Condemned/Dead End Property,2025-06-05,Pass,0,0124S00127000000,Active,40.4625386442,-79.9029309694,Homewood West,9,12
79877,0040G00256000000,"102 ELMONT ST, Pittsburgh, 15205",15205,DIVILLY SARAH,Condemned/Dead End Property,2022-07-19,Fail,1,0040G00256000000,Active,40.4392454271,-80.0551139063,Crafton Heights,2,28
79878,0040G00256000000,"102 ELMONT ST, Pittsburgh, 15205",15205,DIVILLY SARAH,Condemned/Dead End Property,2023-10-11,Fail,2,0040G00256000000,Active,40.4392454271,-80.0551139063,Crafton Heights,2,28
79879,0014J00248000000,"607 CURTIN AVE, Pittsburgh, 15210",15210,SMITH SAMUEL LLC,Condemned/Dead End Property,2021-02-01,Fail,2,0014J00248000000,Active,40.4171398277,-79.9985199343,Beltzhoover,3,18
79880,0019C00292000000,"719 STEUBEN ST, Pittsburgh, 15220",15220,SMIECHOWSKI JOSEPH,Condemned/Dead End Property,2023-02-03,Fail,3,0019C00292000000,Active,40.4410253994,-80.0393016349,Elliott,2,20
79881,0019C00292000000,"719 STEUBEN ST, Pittsburgh, 15220",15220,SMIECHOWSKI JOHN,Condemned/Dead End Property,2025-01-22,Pass,0,0019C00292000000,Active,40.4410253994,-80.0393016349,Elliott,2,20
79882,0174P00186000000,"7327 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2020-09-01,Fail,2,0174P00186000000,Active,40.4540982554,-79.8943076322,Homewood South,9,13
79883,0174P00186000000,"7327 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2024-04-09,,,0174P00186000000,Active,40.4540982554,-79.8943076322,Homewood South,9,13
79884,0232F00162000000,"1711 CRESTLINE ST, Pittsburgh, 15221",15221,BRANCH MATILDA,Condemned/Dead End Property,2023-07-24,,,0232F00162000000,Active,40.4499750611,-79.8768604688,East Hills,9,13
79885,0023K00012000000,"319 JACKSONIA ST, Pittsburgh, 15212",15212,MENK DAVID KEITH,Condemned/Dead End Property,2020-08-06,Fail,1,0023K00012000000,Active,40.4574047556,-80.0111911307,Central Northside,1,25
79886,0035K00209000000,"1801 BROADWAY AVE, Pittsburgh, PA 15216",15216,YU JIN,Condemned/Dead End Property,2020-08-07,Fail,2,0035K00209000000,Active,40.4072900993,-80.0260764384,Beechview,4,19
79887,0010D00051000000,"2702 BEDFORD AVE, Pittsburgh, 15219",15219,PITTSBURGH LAND BANK,Condemned/Dead End Property,2020-07-13,Fail,2,0010D00051000000,Active,40.4515784561,-79.9700589311,Bedford Dwellings,6,5
79888,0125M00177000000,"7041 KELLY ST, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2025-06-16,Fail,2,0125M00177000000,Active,40.4564954857,-79.9000260525,Homewood South,9,13
79889,0024K00003000000,No primary address specified,15212,ONE NORTHSIDE HOMES LLC,Condemned/Dead End Property,2020-08-28,Fail,1,0024K00003000000,Active,40.4566897368,-79.9952731911,East Allegheny,1,23
79890,0015G00169000000,"92 INDUSTRY ST, Pittsburgh, 15210",15210,WE CARE CONSULTING LLC,Condemned/Dead End Property,2020-09-01,Fail,2,0015G00169000000,Active,40.4194035146,-80.0066027914,Beltzhoover,3,18
79891,0015G00169000000,"92 INDUSTRY ST, Pittsburgh, 15210",15210,WE CARE CONSULTING LLC,Condemned/Dead End Property,2023-11-06,Pass,0,0015G00169000000,Active,40.4194035146,-80.0066027914,Beltzhoover,3,18
79892,0124H00048000000,"6579 NAVARRO ST, Pittsburgh, PA 15206",15206,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-10-16,Pass,0,0124H00048000000,Active,40.4689934835,-79.9029296234,Lincoln-Lemington-Belmar,9,12
79893,0010D00272000000,No primary address specified,15219,HUNTER HELEN,Condemned/Dead End Property,2024-05-09,Pass,0,0010D00272000000,Active,40.4504494162,-79.9667198853,Middle Hill,6,5
79894,0010N00307000000,No primary address specified,15219,3D HOMES PROPERTIES RENTALS LLC,Condemned/Dead End Property,2021-03-29,Pass,0,0010N00307000000,Active,40.444141643,-79.9788481743,Middle Hill,6,5
79895,0007H00033000000,"1012 RIDGE AVE, Pittsburgh, 15233",15233,ELLYN INC,Condemned/Dead End Property,2020-09-09,Fail,1,0007H00033000000,Active,40.4498213761,-80.019096913,Chateau,6,21
79896,0014J00245000000,"601 CURTIN AVE, Pittsburgh, 15210",15210,THORNTON WALTER LAWRENCE,Condemned/Dead End Property,2020-11-30,Fail,2,0014J00245000000,Active,40.4173469056,-79.9985204591,Beltzhoover,3,18
79897,0013A00055000000,"2010 GREGORY ST, Pittsburgh, 15203",15203,"",Condemned/Dead End Property,2022-10-21,Pass,0,0013A00055000000,Active,40.4235960146,-79.9787640328,South Side Slopes,3,17
79898,0076K00143000000,"1026 GRAND AVE, Pittsburgh, 15212",15212,MCQUILLAN WILLIAM,Condemned/Dead End Property,2022-12-12,Pass,0,0076K00143000000,Active,40.4750776088,-80.0263733519,Marshall-Shadeland,6,27
79899,0045H00130000000,"623 DANBURY ST, Pittsburgh, 15214",15214,"",Condemned/Dead End Property,2026-04-06,Fail,2,0045H00130000000,Active,40.4688929767,-80.018195881,Perry South,6,26
79900,0049J00282000000,No primary address specified,15201,COMMUNITY REINVESTMENT PARTNERS LLC,Condemned/Dead End Property,2020-10-16,Pass,0,0049J00282000000,Active,40.4659210448,-79.9627667415,Lower Lawrenceville,7,6
79901,0231N00105000000,"8209 BRICELYN ST, Pittsburgh, 15221",15221,HOWARD HENRIETTA JR & MYRON LEE KING,Condemned/Dead End Property,2024-11-05,Fail,2,0231N00105000000,Active,40.4545777509,-79.8797763647,East Hills,9,13
79902,0173R00021000000,No primary address specified,15206,DAVIDSON EDWARD & BARBARA (W),Condemned/Dead End Property,2023-08-22,,,0173R00021000000,Active,40.4634207928,-79.89061035,Lincoln-Lemington-Belmar,9,12
79903,0057B00079000000,"5401 2ND AVE, Pittsburgh, 15207",15207,GREATER NEW HOPE BAPTIST CHURCH,Condemned/Dead End Property,2024-10-28,Pass,0,0057B00079000000,Active,40.4028800934,-79.9416404544,Hazelwood,5,15
79904,0057B00079000000,"5401 2ND AVE, Pittsburgh, 15207",15207,GREATER NEW HOPE BAPTIST CHURCH,Condemned/Dead End Property,2025-02-14,Fail,3,0057B00079000000,Active,40.4028800934,-79.9416404544,Hazelwood,5,15
79905,0015S00189000000,"835 ELDORA PL, Pittsburgh, 15210",15210,"",Condemned/Dead End Property,2020-11-30,Pass,0,0015S00189000000,Active,40.4148781728,-80.0010277334,Beltzhoover,3,18
79906,0045E00351000000,"2707 1/2 FREDERICK ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2023-01-30,Pass,0,0045E00351000000,Active,40.4695031645,-80.0297519601,Marshall-Shadeland,6,27
79907,0045E00351000000,"2707 1/2 FREDERICK ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2023-07-28,Fail,1,0045E00351000000,Active,40.4695031645,-80.0297519601,Marshall-Shadeland,6,27
79908,0056P00058000000,"5131 LYTLE ST, Pittsburgh, 15207",15207,REED ROBERT H,Condemned/Dead End Property,2024-10-15,Fail,3,0056P00058000000,Active,40.4057040647,-79.9448470998,Hazelwood,5,15
79909,0056P00058000000,"5131 LYTLE ST, Pittsburgh, 15207",15207,REED ROBERT H,Condemned/Dead End Property,2025-05-12,Fail,3,0056P00058000000,Active,40.4057040647,-79.9448470998,Hazelwood,5,15
79910,0011A00058000000,"20 HELDMAN ST, Pittsburgh, PA 15219",15219,CITY OF PITTSBURGH,Condemned/Dead End Property,2023-07-06,Fail,2,0011A00058000000,Active,40.4417373384,-79.9822239573,Crawford-Roberts,6,3
79911,0125D00116000000,No primary address specified,15208,HOME OPPORTUNITY LLC,Condemned/Dead End Property,2024-09-20,Pass,0,0125D00116000000,Active,40.4620392849,-79.8995435354,Homewood North,9,13
79912,0046E00230000000,"2435 MCINTYRE PL, Pittsburgh, 15214",15214,JAMES DEBRA A,Condemned/Dead End Property,2020-09-04,Fail,2,0046E00230000000,Active,40.4681622986,-80.0130386435,Perry South,6,26
79913,0051M00296000000,"550 S NEGLEY AVE, Pittsburgh, 15232",15232,550 SOUTH NEGLEY AVE PA OWNER LLC,Condemned/Dead End Property,2025-05-05,Fail,1,0051M00296000000,Active,40.4552960464,-79.9333304669,Shadyside,8,7
79914,0020S00110000000,"207 HERNDON ST, Pittsburgh, 15220",15220,EAGLESON KELLIE L,Condemned/Dead End Property,2021-07-12,Fail,2,0020S00110000000,Active,40.4432859051,-80.0366372937,Elliott,2,20
79915,0057B00197000000,"5273 DYKE ST, Pittsburgh, 15207",15207,"",Condemned/Dead End Property,2025-01-22,Fail,1,0057B00197000000,Active,40.4038726177,-79.9430570828,Hazelwood,5,15
79916,0026K00234000000,"3413 WEBSTER AVE, Pittsburgh, 15219",15219,NWADIARO CHIOMA L,Condemned/Dead End Property,2023-03-17,Fail,2,0026K00234000000,Active,40.4554195126,-79.9617126038,Upper Hill,6,5
79917,0010D00128000000,"713 WEBSTER TER, Pittsburgh, 15219",15219,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-07-30,Fail,2,0010D00128000000,Active,40.4519990552,-79.9680598209,Middle Hill,6,5
79918,0022K00076000000,"1316 JUNIATA ST, Pittsburgh, 15233",15233,ZELLDORF DEVELOPMENT LLC,Condemned/Dead End Property,2023-02-06,Pass,0,0022K00076000000,Active,40.4572187382,-80.0264371032,Manchester,6,21
79919,0134A00062000000,"7 WHEELING ST, Pittsburgh, 15207",15207,BORKOWSKI ROBERT,Condemned/Dead End Property,2020-09-10,Fail,1,0134A00062000000,Active,40.3824943729,-79.9314718983,Hays,5,31
79920,0134A00062000000,"7 WHEELING ST, Pittsburgh, 15207",15207,BORKOWSKI ROBERT,Condemned/Dead End Property,2024-02-28,Fail,1,0134A00062000000,Active,40.3824943729,-79.9314718983,Hays,5,31
79921,0010D00338000A00,"603 WANDLESS ST, Pittsburgh, 15219",15219,MCGHEE JOSIE,Condemned/Dead End Property,2020-09-10,Fail,2,0010D00338000A00,Active,40.4507970413,-79.9668604605,Middle Hill,6,5
79922,0010D00338000A00,"603 WANDLESS ST, Pittsburgh, 15219",15219,MCGHEE JOSIE,Condemned/Dead End Property,2025-04-09,Pass,0,0010D00338000A00,Active,40.4507970413,-79.9668604605,Middle Hill,6,5
79923,0013K00292000000,No primary address specified,15210,CITY OF PITTSBURGH,Condemned/Dead End Property,2022-11-10,Pass,0,0013K00292000000,Active,40.4173914193,-79.9754036407,South Side Slopes,3,16
79924,0174P00191000000,"7317 HAMILTON AVE, Pittsburgh, 15208",15208,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-09-01,Fail,2,0174P00191000000,Active,40.4541590817,-79.8945839951,Homewood South,9,13
79925,0124N00006000000,"146 AUBURN ST, Pittsburgh, PA 15206",15206,EAST LIBERTY DEVELOPMENT INC,Condemned/Dead End Property,2021-11-08,Fail,2,0124N00006000000,Active,40.4626245974,-79.9157431383,Larimer,9,12
79926,0022P00260000000,"1406 SHEFFIELD ST, Pittsburgh, 15233",15233,MARCKR PROPERTIES LLC,Condemned/Dead End Property,2020-06-08,Fail,2,0022P00260000000,Active,40.4532229301,-80.0264224664,Manchester,6,21
79927,0174L00030000000,No primary address specified,15208,CITY OF PITTSBURGH,Condemned/Dead End Property,2022-03-14,,,0174L00030000000,Active,40.4572171617,-79.8908902532,Homewood North,9,13
79928,0047K00172000000,"1900 RHINE ST, Pittsburgh, PA 15212",15212,CITY OF PITTSBURGH,Condemned/Dead End Property,2022-05-11,Fail,2,0047K00172000000,Active,40.4653697268,-79.9919437396,Spring Hill-City View,1,24
79929,0174K00343000A00,"7306 1/2 BENNETT ST, Pittsburgh, 15208",15208,DOTSON EDNA MAY,Condemned/Dead End Property,2024-02-16,Pass,0,0174K00343000A00,Active,40.4557095038,-79.8942426956,Homewood South,9,13
79930,0075H00153000000,"3421 GASS AVE, Pittsburgh, 15212",15212,GOLDFINN LLC,Condemned/Dead End Property,2022-09-09,Pass,0,0075H00153000000,Active,40.4775880975,-80.0351621933,Brighton Heights,1,27
79931,0044D00064000000,"1604 ECKERT ST, Pittsburgh, 15212",15212,"",Condemned/Dead End Property,2023-01-11,Pass,0,0044D00064000000,Active,40.4719838937,-80.0356676549,Marshall-Shadeland,6,27
79932,0231F00211000000,"8438 DERSAM ST, Pittsburgh, 15235",15221,STRADER VANCE,Condemned/Dead End Property,2026-03-16,Fail,1,0231F00211000000,Active,40.4585326393,-79.876586959,East Hills,9,13
79933,0012E00306000000,"1705 E CARSON ST, Pittsburgh, 15203",15203,EDWARDS FAMILY PARTNERSHIP LP,Condemned/Dead End Property,2025-12-15,Fail,2,0012E00306000000,Active,40.4291237039,-79.9817236436,South Side Flats,3,17
79934,0056N00201000000,"5114 LADORA Way, Pittsburgh, 15207",15207,KOVACS ELJEAN,Condemned/Dead End Property,2024-09-27,Pass,0,0056N00201000000,Active,40.4059777027,-79.9471445235,Hazelwood,5,15
79935,0056N00201000000,"5114 LADORA Way, Pittsburgh, 15207",15207,KOVACS ELJEAN,Condemned/Dead End Property,2026-03-03,Fail,1,0056N00201000000,Active,40.4059777027,-79.9471445235,Hazelwood,5,15
79936,0014N00002000000,No primary address specified,15210,SUDDETH OLIVER RH,Condemned/Dead End Property,2023-08-11,Pass,0,0014N00002000000,Active,40.4141212539,-79.9993950978,Beltzhoover,3,18
79937,0174P00182000000,"7331 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2020-09-01,Fail,2,0174P00182000000,Active,40.4540736317,-79.8941994261,Homewood South,9,13
79938,0174P00182000000,"7331 HAMILTON AVE, Pittsburgh, 15208",15208,R T HOMEWOOD LLC,Condemned/Dead End Property,2024-04-09,,,0174P00182000000,Active,40.4540736317,-79.8941994261,Homewood South,9,13
79939,0026H00308000000,"4701 LORIGAN ST, Pittsburgh, 15224",15224,BAKER HERBERT C & ADELAIDE C,Condemned/Dead End Property,2024-09-26,Pass,0,0026H00308000000,Active,40.459180275,-79.952118251,Bloomfield,7,8
79940,0035C00012000000,"1518 FALLOWFIELD AVE, Pittsburgh, 15216",15216,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-07-24,Fail,2,0035C00012000000,Active,40.4121620578,-80.0241140875,Beechview,4,19
79941,0014A00102000000,"109 CRAIGHEAD ST, Pittsburgh, 15211",15211,TREVANT DIMITRI,Condemned/Dead End Property,2020-08-27,Fail,2,0014A00102000000,Active,40.4218884667,-79.9982615295,Mount Washington,3,18
79942,0014A00102000000,"109 CRAIGHEAD ST, Pittsburgh, 15211",15211,TREVANT DIMITRI,Condemned/Dead End Property,2024-03-27,,,0014A00102000000,Active,40.4218884667,-79.9982615295,Mount Washington,3,18
79943,0033K00135000000,"237 REIFERT ST, Pittsburgh, 15210",15210,SECORD NORTH LLC,Condemned/Dead End Property,2020-09-09,Fail,2,0033K00135000000,Active,40.4085038105,-79.9933570837,Knoxville,3,30
79944,0033K00135000000,"237 REIFERT ST, Pittsburgh, 15210",15210,SECORD NORTH LLC,Condemned/Dead End Property,2023-12-22,Pass,0,0033K00135000000,Active,40.4085038105,-79.9933570837,Knoxville,3,30
79945,0033K00140000000,"247 REIFERT ST, Pittsburgh, PA 15210",15210,BRITO YOGEY MINAVA,Condemned/Dead End Property,2020-09-09,Fail,2,0033K00140000000,Active,40.4085591679,-79.9938127085,Knoxville,3,30
79946,0050J00017000000,"4817 BROAD ST, Pittsburgh, 15224",15224,907 EAST STREET LLC,Condemned/Dead End Property,2023-08-24,Fail,1,0050J00017000000,Active,40.4670884813,-79.9453628822,Garfield,9,10
79947,0134A00067000000,"3 WHEELING ST, Pittsburgh, 15207",15207,VOYNAROVSKAYA NATALYA,Condemned/Dead End Property,2023-11-17,Fail,1,0134A00067000000,Active,40.3826579876,-79.9314094157,Hays,5,31
79948,0134A00067000000,"3 WHEELING ST, Pittsburgh, 15207",15207,VOYNAROVSKAYA NATALYA,Condemned/Dead End Property,2024-08-23,Fail,1,0134A00067000000,Active,40.3826579876,-79.9314094157,Hays,5,31
79949,0011H00008000000,"3103 TERRACE ST, Pittsburgh, 15213",15213,"",Condemned/Dead End Property,2023-03-18,Fail,2,0011H00008000000,Active,40.4402755796,-79.9674865068,West Oakland,6,4
79950,0135M00045000000,"705 BALDWIN RD, Pittsburgh, 15207",15207,PARKER JAQUAN,Condemned/Dead End Property,2026-03-27,Fail,1,0135M00045000000,Active,40.379674792,-79.9355355767,Hays,5,31
79951,0042M00301000000,"2940 STAFFORD ST, Pittsburgh, 15204",15204,TRIPLE A INVESTMENTS,Condemned/Dead End Property,2025-07-14,Fail,1,0042M00301000000,Active,40.4570452904,-80.050476307,Sheraden,2,20
79952,0086R00085000000,"5706 BEACON ST, Pittsburgh, 15217",15217,PFEFFER MURRAY B & ELVIRA (W),Condemned/Dead End Property,2022-05-05,Fail,1,0086R00085000000,Active,40.4342965904,-79.9244058324,Squirrel Hill South,5,14
79953,0040H00273000000,"1506 OBEY ST, Pittsburgh, 15205",15205,KUCSMA RUTH ANN,Condemned/Dead End Property,2024-10-31,,,0040H00273000000,Active,40.4403930429,-80.0506479351,Crafton Heights,2,28
79954,0014R00216000000,"138 BAUSMAN ST #2, Pittsburgh, PA 15210",15210,KYE LLC,Condemned/Dead End Property,2020-08-21,Fail,1,0014R00216000000,Active,40.4141765804,-79.9899116626,Knoxville,3,30
79955,0019C00275000000,"757 STEUBEN ST, Pittsburgh, 15220",15220,DESAVAGE DEBRA & GEORGE (H),Condemned/Dead End Property,2020-09-09,Fail,2,0019C00275000000,Active,40.4411586179,-80.040592131,Elliott,2,20
79956,0023F00127000100,"241 E JEFFERSON ST, Pittsburgh, 15212",15212,BRYANT GREGORY F,Condemned/Dead End Property,2025-08-11,Fail,1,0023F00127000100,Active,40.4588229195,-80.0112707426,Central Northside,1,25
79957,0175G00011000A00,"7750 TIOGA ST, Pittsburgh, 15208",15221,DONALD ARCHIE,Condemned/Dead End Property,2023-05-30,Fail,1,0175G00011000A00,Active,40.4502365193,-79.8882157893,Homewood South,9,13
79958,0175G00011000A00,"7750 TIOGA ST, Pittsburgh, 15208",15221,DONALD ARCHIE,Condemned/Dead End Property,2023-05-30,,,0175G00011000A00,Active,40.4502365193,-79.8882157893,Homewood South,9,13
79959,0011K00078000000,"2 SENECA ST, Pittsburgh, PA 15219",15219,PITTSBURGH LAND BANK,Condemned/Dead End Property,2020-09-09,Fail,2,0011K00078000000,Active,40.4375797037,-79.9756992139,Bluff,6,4
79960,0174K00100000000,"7223 FRANKSTOWN AVE, Pittsburgh, PA 15208",15208,BLACK RONALD SR,Condemned/Dead End Property,2022-04-27,Fail,1,0174K00100000000,Active,40.4573897356,-79.8951243784,Homewood North,9,13
79961,0046G00255000000,"2442 HAZELTON ST, Pittsburgh, 15214",15214,BINDERNAGEL EDITH M,Condemned/Dead End Property,2021-10-14,Fail,2,0046G00255000000,Active,40.4696225282,-80.0064060025,Perry South,6,26
79962,0046G00255000000,"2442 HAZELTON ST, Pittsburgh, 15214",15214,BINDERNAGEL EDITH M,Condemned/Dead End Property,2025-11-14,Pass,0,0046G00255000000,Active,40.4696225282,-80.0064060025,Perry South,6,26
79963,0021K00024000000,"2645 W CARSON ST, Pittsburgh, 15204",15204,"",Condemned/Dead End Property,2020-08-26,Fail,1,0021K00024000000,Active,40.4570523363,-80.0442601975,Esplen,2,20
79964,0014D00056000000,"1120 E WARRINGTON AVE, Pittsburgh, 15210",15203,"",Condemned/Dead End Property,2023-09-20,Pass,0,0014D00056000000,Active,40.4223641456,-79.9856969965,South Side Slopes,3,17
79965,0014D00056000000,"1120 E WARRINGTON AVE, Pittsburgh, 15210",15203,"",Condemned/Dead End Property,2024-02-14,Fail,2,0014D00056000000,Active,40.4223641456,-79.9856969965,South Side Slopes,3,17
79966,0044H00145000000,"2817 PITLER ST, Pittsburgh, 15212",15212,SIWECKYJ MARY S,Condemned/Dead End Property,2020-09-08,Fail,2,0044H00145000000,Active,40.4693458353,-80.0348944475,Marshall-Shadeland,6,27
79967,0026N00171000000,"3356 MCNEIL PL, Pittsburgh, 15219",15213,CRAWFORD CASSIE,Condemned/Dead End Property,2021-02-04,Pass,0,0026N00171000000,Active,40.4545771828,-79.9636550258,Upper Hill,6,5
79968,0174F00186000000,"7336 MONTICELLO ST, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2025-03-04,Pass,0,0174F00186000000,Active,40.458477209,-79.8917922629,Homewood North,9,13
79969,0029G00015000000,"3131 BOHEM ST, Pittsburgh, 15213",15213,WIMER LOUIS & MARIE,Condemned/Dead End Property,2020-11-06,Pass,0,0029G00015000000,Active,40.4286214703,-79.9544647052,South Oakland,3,4
79970,0029G00015000000,"3131 BOHEM ST, Pittsburgh, 15213",15213,WIMER LOUIS & MARIE,Condemned/Dead End Property,2023-11-21,Fail,2,0029G00015000000,Active,40.4286214703,-79.9544647052,South Oakland,3,4
79971,0121E00043000000,"6613 BAKER ST, Pittsburgh, 15206",15206,NAKAJIMA ANGELA,Condemned/Dead End Property,2020-06-02,Fail,1,0121E00043000000,Active,40.4888939144,-79.930003084,Stanton Heights,7,10
79972,0096F00010000000,"1256 BROOKLINE BLVD, Pittsburgh, PA 15226",15226,MARSHALL JAMES M & SUSAN J (W),Condemned/Dead End Property,2024-03-22,Pass,0,0096F00010000000,Active,40.3919835752,-80.0110831643,Brookline,4,19
79973,0138E00093000000,"2536 KINGWOOD ST, Pittsburgh, 15234",15234,JOHNSON ROBERT,Condemned/Dead End Property,2020-09-03,Fail,1,0138E00093000000,Active,40.3809706063,-79.9984211063,Overbrook,4,32
79974,0138E00093000000,"2536 KINGWOOD ST, Pittsburgh, 15234",15234,JOHNSON ROBERT,Condemned/Dead End Property,2026-02-09,Fail,1,0138E00093000000,Active,40.3809706063,-79.9984211063,Overbrook,4,32
79975,0232F00159000000,"1717 CRESTLINE ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2020-08-27,Fail,2,0232F00159000000,Active,40.4501712579,-79.8768616361,East Hills,9,13
79976,0232F00159000000,"1717 CRESTLINE ST, Pittsburgh, 15221",15221,"",Condemned/Dead End Property,2023-07-24,,,0232F00159000000,Active,40.4501712579,-79.8768616361,East Hills,9,13
79977,0024G00022000000,"1239 WELSER Way, Pittsburgh, PA 15212",15212,WELSER LLC,Condemned/Dead End Property,2020-10-28,Fail,1,0024G00022000000,Active,40.459972588,-79.9899148867,Spring Garden,1,24
79978,0056F00276000000,No primary address specified,15207,JEFFREY DONNA,Condemned/Dead End Property,2022-04-27,Pass,0,0056F00276000000,Active,40.4107130871,-79.9417898204,Hazelwood,5,15
79979,0231G00166000000,"8630 BRICELYN ST #221, Pittsburgh, PA 15221",15221,BRY MARD APARTMENTS INC,Condemned/Dead End Property,2024-10-22,Fail,1,0231G00166000000,Active,40.4595275016,-79.8726494353,East Hills,9,13
79980,0174G00193000000,"1121 BRUSHTON AVE, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2022-05-09,Fail,2,0174G00193000000,Active,40.4585918719,-79.888794604,Homewood North,9,13
79981,0174G00193000000,"1121 BRUSHTON AVE, Pittsburgh, 15208",15208,"",Condemned/Dead End Property,2024-08-20,Pass,0,0174G00193000000,Active,40.4585918719,-79.888794604,Homewood North,9,13
79982,0023B00244000000,"6 LETSCHE ST, Pittsburgh, 15214",15214,CITY OF PITTSBURGH,Condemned/Dead End Property,2020-09-03,Fail,2,0023B00244000000,Active,40.4623186674,-80.0080130761,Fineview,1,25
79983,0124F00081000000,No primary address specified,15206,CASTAPHNEY ALBERT,Condemned/Dead End Property,2022-04-22,,,0124F00081000000,Active,40.4681987755,-79.9112358435,Larimer,9,12
79984,0174G00027000000,"7406 MONTICELLO ST, Pittsburgh, 15208",15208,SWADAN HAMOODEH,Condemned/Dead End Property,2024-06-27,Fail,2,0174G00027000000,Active,40.4582457755,-79.8907651191,Homewood North,9,13
79985,0173J00255000000,"1231 GROTTO ST, Pittsburgh, 15206",15206,BEASLEY CHARLES C,Condemned/Dead End Property,2020-09-01,Fail,1,0173J00255000000,Active,40.4651887046,-79.8968565189,Lincoln-Lemington-Belmar,9,12
79986,0015R00255000000,No primary address specified,15210,BRYANT ODESSA,Condemned/Dead End Property,2023-11-27,Pass,0,0015R00255000000,Active,40.4156521497,-80.0046399025,Beltzhoover,3,18
79987,0083H00092000000,"6216 SAINT MARIE ST, Pittsburgh, PA 15206",15206,SO HOMES 2025 LLC,Condemned/Dead End Property,2020-06-26,Fail,1,0083H00092000000,Active,40.467681538,-79.9174001648,East Liberty,9,11
79988,0044D00031000000,"1424 ECKERT ST, Pittsburgh, 15212",15212,CALHOUN JOHN,Condemned/Dead End Property,2024-03-18,Fail,2,0044D00031000000,Active,40.4716330258,-80.0333328728,Marshall-Shadeland,6,27
79989,0044D00031000000,"1424 ECKERT ST, Pittsburgh, 15212",15212,CALHOUN JOHN,Condemned/Dead End Property,2024-09-24,Pass,0,0044D00031000000,Active,40.4716330258,-80.0333328728,Marshall-Shadeland,6,27
79990,0013L00049000000,No primary address specified,15210,SALEM AGNES LOUISE & MARY LAVERNE SALEM,Condemned/Dead End Property,2022-10-28,Pass,0,0013L00049000000,Active,40.4179374926,-79.9731374552,South Side Slopes,3,16
79991,0162R00085000000,No primary address specified,15214,MUNDY RAMON & MARGARET,Condemned/Dead End Property,2023-07-28,,,0162R00085000000,Active,40.4927997788,-80.0240856567,Perry North,1,26
79992,0011J00146000000,No primary address specified,15219,BAUSTERT DELBERT V,Condemned/Dead End Property,2022-03-17,Fail,1,0011J00146000000,Active,40.4370987128,-79.9792633883,Bluff,6,1
79993,0184N00234000000,No primary address specified,15207,CITY OF PITTSBURGH,Condemned/Dead End Property,2021-04-12,Pass,0,0184N00234000000,Active,40.3673572458,-79.9155865626,Lincoln Place,5,31
79994,0010G00328000000,No primary address specified,15219,TOOKS ISAIAH & MINNIE,Condemned/Dead End Property,2020-11-04,Pass,0,0010G00328000000,Active,40.449733314,-79.9733235456,Middle Hill,6,5
79995,0174S00078000000,"7810 BENNETT ST, Pittsburgh, PA 15208",15221,GREEN LAWRENCE HENRY,Condemned/Dead End Property,2021-09-16,Fail,2,0174S00078000000,Active,40.4538453972,-79.8863671333,Homewood South,9,13
79996,0050K00321000000,"4921 PENN AVE, Pittsburgh, PA 15224",15224,FREEMAN DANIEL W,Condemned/Dead End Property,2020-06-25,Fail,1,0050K00321000000,Active,40.4654189095,-79.9443794989,Garfield,9,10
79997,0009S00030000000,"1711 BEDFORD AVE, Pittsburgh, 15219",15219,SHONDOR REALTY LLC,Condemned/Dead End Property,2020-10-26,Fail,2,0009S00030000000,Active,40.4452403301,-79.9860533224,Crawford-Roberts,6,3
